image_id,image_path,tipo_perturbacion,texto,clipscore_simplificado
wg_4_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00008.jpg,objeto_externo,the person without earrings pays the person with earrings con un avion visible,0.21900621
wg_4_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00009.jpg,original,the person with earrings pays the person without earrings,0.21252833
wg_4_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00009.jpg,negacion,no the person with earrings pays the person without earrings,0.20187344
wg_4_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00009.jpg,conteo,dos the person with earrings pays the person without earrings,0.22116286
wg_4_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00009.jpg,atributo,the person with earrings pays the person without earrings de color rojo,0.19890244
wg_4_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00009.jpg,objeto_externo,the person with earrings pays the person without earrings con un avion visible,0.22139417
wg_5_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00010.jpg,original,a bird eats a snake,0.29881263
wg_5_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00010.jpg,negacion,no a bird eats a snake,0.27120382
wg_5_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00010.jpg,conteo,dos a bird eats a snake,0.28409463
wg_5_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00010.jpg,atributo,a bird eats a snake de color rojo,0.2616613
wg_5_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00010.jpg,objeto_externo,a bird eats a snake con un avion visible,0.29245925
wg_5_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00011.jpg,original,a snake eats a bird,0.28237844
wg_5_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00011.jpg,negacion,no a snake eats a bird,0.2606253
wg_5_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00011.jpg,conteo,dos a snake eats a bird,0.2725383
wg_5_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00011.jpg,atributo,a snake eats a bird de color rojo,0.25107464
wg_5_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00011.jpg,objeto_externo,a snake eats a bird con un avion visible,0.27982074
wg_6_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00012.jpg,original,a plant was harmed by another organism and that organism broke the plant into pieces,0.23675425
wg_6_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00012.jpg,negacion,no a plant was harmed by another organism and that organism broke the plant into pieces,0.22700039
wg_6_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00012.jpg,conteo,dos a plant was harmed by another organism and that organism broke the plant into pieces,0.23189734
wg_6_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00012.jpg,atributo,a plant was harmed by another organism and that organism broke the plant into pieces de color rojo,0.20957609
wg_6_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00012.jpg,objeto_externo,a plant was harmed by another organism and that organism broke the plant into pieces con un avion visible,0.24334994
wg_6_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00013.jpg,original,another organism was harmed by a plant and that plant broke the organism into pieces,0.266872
wg_6_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00013.jpg,negacion,no another organism was harmed by a plant and that plant broke the organism into pieces,0.2613929
wg_6_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00013.jpg,conteo,dos another organism was harmed by a plant and that plant broke the organism into pieces,0.26281375
wg_6_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00013.jpg,atributo,another organism was harmed by a plant and that plant broke the organism into pieces de color rojo,0.23098937
wg_6_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00013.jpg,objeto_externo,another organism was harmed by a plant and that plant broke the organism into pieces con un avion visible,0.26017633
wg_7_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00014.jpg,original,a bottle is in water,0.26311904
wg_7_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00014.jpg,negacion,no a bottle is in water,0.24225536
wg_7_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00014.jpg,conteo,dos a bottle is in water,0.24132358
wg_7_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00014.jpg,atributo,a bottle is in water de color rojo,0.23509535
wg_7_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00014.jpg,objeto_externo,a bottle is in water con un avion visible,0.27678597
wg_7_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00015.jpg,original,water is in a bottle,0.29254723
wg_7_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00015.jpg,negacion,no water is in a bottle,0.28196836
wg_7_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00015.jpg,conteo,dos water is in a bottle,0.29036054
wg_7_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00015.jpg,atributo,water is in a bottle de color rojo,0.28640652
wg_7_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00015.jpg,objeto_externo,water is in a bottle con un avion visible,0.29182822
wg_8_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00016.jpg,original,a tree smashed into a car,0.30101472
wg_8_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00016.jpg,negacion,no a tree smashed into a car,0.29673797
wg_8_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00016.jpg,conteo,dos a tree smashed into a car,0.29143372
wg_8_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00016.jpg,atributo,a tree smashed into a car de color rojo,0.31466407
wg_8_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00016.jpg,objeto_externo,a tree smashed into a car con un avion visible,0.294582
wg_8_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00017.jpg,original,a car smashed into a tree,0.27547362
wg_8_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00017.jpg,negacion,no a car smashed into a tree,0.26020545
wg_8_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00017.jpg,conteo,dos a car smashed into a tree,0.2659258
wg_8_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00017.jpg,atributo,a car smashed into a tree de color rojo,0.26980615
wg_8_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00017.jpg,objeto_externo,a car smashed into a tree con un avion visible,0.26118684
wg_9_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00018.jpg,original,people fall on the leaves,0.30238774
wg_9_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00018.jpg,negacion,no people fall on the leaves,0.27075478
wg_9_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00018.jpg,conteo,dos people fall on the leaves,0.30512306
wg_9_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00018.jpg,atributo,people fall on the leaves de color rojo,0.26911637
wg_9_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00018.jpg,objeto_externo,people fall on the leaves con un avion visible,0.27573076
wg_9_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00019.jpg,original,the leaves fall on people,0.25225562
wg_9_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00019.jpg,negacion,no the leaves fall on people,0.24240117
wg_9_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00019.jpg,conteo,dos the leaves fall on people,0.24521545
wg_9_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00019.jpg,atributo,the leaves fall on people de color rojo,0.24477898
wg_9_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00019.jpg,objeto_externo,the leaves fall on people con un avion visible,0.25630298
wg_10_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00020.jpg,original,the sail rests below the water,0.25269207
wg_10_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00020.jpg,negacion,no the sail rests below the water,0.2455573
wg_10_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00020.jpg,conteo,dos the sail rests below the water,0.22624737
wg_10_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00020.jpg,atributo,the sail rests below the water de color rojo,0.209891
wg_10_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00020.jpg,objeto_externo,the sail rests below the water con un avion visible,0.23572274
wg_10_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00021.jpg,original,the water rests below the sail,0.26579446
wg_10_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00021.jpg,negacion,no the water rests below the sail,0.26905277
wg_10_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00021.jpg,conteo,dos the water rests below the sail,0.25230473
wg_10_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00021.jpg,atributo,the water rests below the sail de color rojo,0.25103
wg_10_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00021.jpg,objeto_externo,the water rests below the sail con un avion visible,0.25242618
wg_11_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00022.jpg,original,there is a table below someone,0.21725012
wg_11_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00022.jpg,negacion,no there is a table below someone,0.20950274
wg_11_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00022.jpg,conteo,dos there is a table below someone,0.17833358
wg_11_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00022.jpg,atributo,there is a table below someone de color rojo,0.22219065
wg_11_0,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00022.jpg,objeto_externo,there is a table below someone con un avion visible,0.19188835
wg_11_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00023.jpg,original,there is someone below a table,0.26211414
wg_11_1,/Users/nielspacheco/Desktop/Classes/UNI/Maestria en ciencias Computacion/IA generativa y multimodal/MCC225-ExamenParcial-Winoground/data/raw/images_local/imagen_00023.jpg,negacion,no there is someone below a table,0.26184574
